ALY01346L,1,Coast
ALY01346L30,1,Coast
ALY01346L45,4,Coast
ALY01346L85,2,Coast
ALY01347L,7,Coast
ALY01347L10,2,Coast
ALY01347L45,1,Coast
ALY01347R,5,Coast
ALY01347R30,2,Coast
ALY01347R46,2,Coast
ALY01368U,4,Coast
ALY01368U10,1,Coast
ALY01370U,7,Coast
ALY01372U10,1,Coast
ALY01372U30,1,Coast
ALY01374U10,1,Coast
ALY01402U,2,Coast
ALY01402U10,2,Coast
ALY01423U,9,"Coast, Perfection"
ALY01423U15,2,Coast
ALY01454U,1,Coast
ALY01454U10,2,Coast
ALY01454U30,1,Coast
ALY01455U,18,"Coast, Perfection"
ALY01455U55,1,Coast
ALY01458U,1,Coast
ALY01458U10,1,Coast
ALY01463U15,2,Coast
ALY01477U10,1,Coast
ALY01508U45,1,Coast
ALY01512U10,2,Coast
ALY01517U,6,Coast
ALY01517U10,2,Coast
ALY01529U,10,Coast
ALY01529U15,3,Coast
ALY01544U,1,Coast
ALY01544U10,1,Coast
ALY01591U,2,Coast
ALY01591U10,1,Coast
ALY01592U,10,Coast
ALY01593U,7,Coast
ALY01593U10,4,Coast
ALY01607U45,1,Coast
ALY01607U85,1,Coast
ALY01610U,1,Coast
ALY01610U55,1,Coast
ALY01612U,1,Coast
ALY01618U,6,Coast
ALY01633U,2,Coast
ALY01633U10,1,Coast
ALY01651U,1,Coast
ALY01660U,10,Coast
ALY01660U15,2,Coast
ALY01660U55,1,Coast
ALY01661U,1,Coast
ALY01661U20,1,Coast
ALY01662U,6,Coast
ALY01662U10,1,Coast
ALY01695A10,1,Coast
ALY01695U,4,Coast
ALY01695U10,2,Coast
ALY01698U,1,Coast
ALY01698U15,3,Coast
ALY01701U,8,Coast
ALY01701U10,11,Coast
ALY01701U80,1,Coast
ALY01740U,7,Coast
ALY02001U,7,"Coast, Perfection"
ALY02020U20,1,Coast
ALY02020U55,2,Coast
ALY02021U40,1,Coast
ALY02026U,4,Coast
ALY02026U10,1,Coast
ALY02026U55,1,Coast
ALY02027U,1,Coast
ALY02027U35,1,Coast
ALY02036U,7,"Coast, Perfection"
ALY02054U20,1,Coast
ALY02057U,5,Coast
ALY02057U10,2,Coast
ALY02057U55,1,Coast
ALY02065U,3,"Coast, Perfection"
ALY02067U,27,"Coast, Perfection"
ALY02067U10,8,Coast
ALY02067U85N,1,Coast
ALY02071U,7,"Coast, Perfection"
ALY02071U20,1,Coast
ALY02071U35,1,Coast
ALY02074U,5,"Coast, Perfection"
ALY02079U,8,"Coast, Perfection"
ALY02080U,4,"Coast, Perfection"
ALY02081U,7,"Coast, Perfection"
ALY02081U10,4,Coast
ALY02082U,30,"Coast, Perfection"
ALY02082U10,3,Coast
ALY02082U20,2,Coast
ALY02084U,15,"Coast, Perfection"
ALY02084U50,1,Coast
ALY02091U,14,"Coast, Perfection"
ALY02091U10,2,Coast
ALY02091U20,1,Coast
ALY02093U,11,Coast
ALY02093U10,1,Coast
ALY02095U,3,"Coast, Perfection"
ALY02095U55,2,Coast
ALY02097U,12,"Coast, Perfection"
ALY02097U80,1,Coast
ALY02099U20,1,Coast
ALY02099U55,3,Coast
ALY02099U85,2,Coast
ALY02100U,4,"Coast, Perfection"
ALY02100U20,1,Coast
ALY02100U55N,1,Coast
ALY02104A,10,Coast
ALY02104A10,2,Coast
ALY02104U,5,"Coast, Perfection"
ALY02104U80,3,"Coast, Perfection"
ALY02105U,12,Coast
ALY02105U10,8,Coast
ALY02107U,10,"Coast, Perfection"
ALY02107U85,2,Coast
ALY02109U,3,"Coast, Perfection"
ALY02109U10,2,Coast
ALY02115U,1,Coast
ALY02115U20,2,Coast
ALY02115U85,4,Coast
ALY02115U85N,5,Coast
ALY02118U,1,Coast
ALY02124U,20,"Coast, Perfection"
ALY02124U80,9,"Coast, Jante"
ALY02126U,10,"Coast, Perfection"
ALY02126U10,3,Coast
ALY02126U85,1,Coast
ALY02129U,5,Coast
ALY02129U10,1,Coast
ALY02132U,17,"Coast, Perfection"
ALY02133U,32,"Coast, Perfection"
ALY02133U20,11,Coast
ALY02134U,21,"Coast, Perfection"
ALY02134U25,6,"Coast, Jante"
ALY02135A20,1,Coast
ALY02136U45,1,Coast
ALY02137U,12,"Coast, Perfection"
ALY02137U10,2,Coast
ALY02140U,2,Coast
ALY02140U20,2,Coast
ALY02140U20N,1,Coast
ALY02144U,12,"Coast, Perfection"
ALY02144U20,4,Coast
ALY02144U85,3,Coast
ALY02145U,4,Coast
ALY02145U10,2,Coast
ALY02147U,3,"Coast, Perfection"
ALY02149U,28,"Coast, Perfection"
ALY02149U10,1,Coast
ALY02151U,4,"Coast, Perfection"
ALY02151U10,3,Coast
ALY02151U10N,16,Coast
ALY02152U,11,"Coast, Perfection"
ALY02152U20,2,"Coast, Perfection"
ALY02152U85,3,Coast
ALY02155U,22,"Coast, Perfection"
ALY02155U10,3,Coast
ALY02155U10N,18,Coast
ALY02157U,4,Coast
ALY02157U20,1,Coast
ALY02157U85,2,Coast
ALY02164A,5,"Coast, Perfection"
ALY02164A10,4,Coast
ALY02165A,4,"Coast, Perfection"
ALY02165A20,1,Coast
ALY02165U,13,"Coast, Perfection"
ALY02165U85,1,Coast
ALY02167A,26,"Coast, Perfection"
ALY02167A80,6,Coast
ALY02167A85,1,Coast
ALY02167B,8,Coast
ALY02167B80,3,Coast
ALY02167U86N,507,Coast
ALY02169A15,1,Coast
ALY02169U20,2,Coast
ALY02170U,6,"Coast, Perfection"
ALY02170U20,3,Coast
ALY02172U,2,"Coast, Perfection"
ALY02172U20,1,Coast
ALY02174U,1,Coast
ALY02181A,19,"Coast, Perfection"
ALY02181A15,4,Coast
ALY02181A20,3,Coast
ALY02181U,6,"Coast, Perfection"
ALY02181U15,1,Coast
ALY02181U20,1,Coast
ALY02184U,3,Coast
ALY02184U20,7,Coast
ALY02187B,6,"Coast, Perfection"
ALY02187U,2,Coast
ALY02187U20,4,Coast
ALY02188U,8,Coast
ALY02193U,8,"Coast, Perfection"
ALY02193U20,2,Coast
ALY02200U,1,Coast
ALY02201U,8,"Coast, Perfection"
ALY02201U20,3,Coast
ALY02208U,1,Coast
ALY02208U20,3,Coast
ALY02209U85N,2,Coast
ALY02210U20,2,Coast
ALY02211U,16,"Coast, Perfection"
ALY02211U20,7,Coast
ALY02212A,9,"Coast, Perfection"
ALY02212A10,2,Coast
ALY02212U,25,"Coast, Perfection"
ALY02212U10,3,Coast
ALY02212U10N,27,"Coast, Jante"
ALY02212U85,1,Coast
ALY02216B,10,"Coast, Perfection"
ALY02216B20,2,Coast
ALY02216B85,1,Coast
ALY02222U,5,"Coast, Perfection"
ALY02222U20,1,Coast
ALY02222U85,4,Coast
ALY02226U,22,"Coast, Perfection"
ALY02226U20,1,Coast
ALY02228A,14,Coast
ALY02228A10,2,Coast
ALY02228U,21,"Coast, Perfection"
ALY02228U20,4,Coast
ALY02229U,2,"Coast, Perfection"
ALY02230U,2,Coast
ALY02233U,4,Coast
ALY02233U80,4,Coast
ALY02234U10,2,Coast
ALY02239A,2,"Coast, Perfection"
ALY02239A20,3,Coast
ALY02239U,14,"Coast, Perfection"
ALY02239U20,5,Coast
ALY02242U,8,"Coast, Perfection"
ALY02242U20,2,Coast
ALY02242U85,1,Coast
ALY02245U85,2,Coast
ALY02246A,15,"Coast, Perfection"
ALY02246A20,4,Coast
ALY02246U,17,"Coast, Perfection"
ALY02246U10,10,"Coast, Jante"
ALY02247U,4,Coast
ALY02247U10,1,Coast
ALY02247U85,2,Coast
ALY02248A,11,"Coast, Perfection"
ALY02248A10,13,Coast
ALY02248A80,2,Coast
ALY02248U,5,Coast
ALY02248U10,4,Coast
ALY02248U85,2,Coast
ALY02248U97,2,Coast
ALY02253U85,1,Coast
ALY02253U91,1,Coast
ALY02254U,2,"Coast, Perfection"
ALY02262A,1,Coast
ALY02262U,1,Coast
ALY02263U,15,"Coast, Perfection"
ALY02264U,2,Coast
ALY02264U20,1,Coast
ALY02265U,22,"Coast, Perfection"
ALY02265U10,17,Coast
ALY02265U15,1,Coast
ALY02265U20,5,Coast
ALY02265U85,1,Coast
ALY02267A,21,"Coast, Perfection"
ALY02267A10,10,Coast
ALY02267A20,17,Coast
ALY02267A97,1,Coast
ALY02267U86N,460,Coast
ALY02270U,31,"Coast, Perfection"
ALY02270U20,4,Coast
ALY02270U85,2,Coast
ALY02272U,14,"Coast, Perfection"
ALY02272U20,10,Coast
ALY02275A,1,Coast
ALY02281U,3,Coast
ALY02284U,36,"Coast, Perfection"
ALY02284U10,16,Coast
ALY02286U,7,Coast
ALY02286U10,11,Coast
ALY02287A20,2,Coast
ALY02287A20N,3,"Coast, Jante"
ALY02287U10,5,Coast
ALY02287U10N,13,"Coast, Jante"
ALY02289U,28,"Coast, Perfection"
ALY02293U,21,"Coast, Perfection"
ALY02293U20,2,Coast
ALY02293U85,1,Coast
ALY02297U,3,Coast
ALY02301A,12,Coast
ALY02301A10,2,Coast
ALY02301U,3,"Coast, Perfection"
ALY02303U,42,"Coast, Perfection"
ALY02303U10,4,"Coast, Perfection"
ALY02303U20,7,Coast
ALY02308U,115,"Coast, Perfection"
ALY02308U10,19,Coast
ALY02308U20,19,Coast
ALY02308U85,3,Coast
ALY02309U,29,"Coast, Perfection"
ALY02309U10,3,Coast
ALY02309U20,30,Coast
ALY02324U,34,"Coast, Perfection"
ALY02324U10,2,Coast
ALY02324U20,7,"Coast, Jante"
ALY02325U,46,"Coast, Perfection"
ALY02325U10,1,Coast
ALY02325U10N,30,"Coast, Jante"
ALY02325U20,9,"Coast, Perfection"
ALY02325U20N,148,"Coast, Jante"
ALY02326U,4,"Coast, Perfection"
ALY02326U10,2,Coast
ALY02326U20,2,Coast
ALY02327U,6,"Coast, Perfection"
ALY02327U10,1,Coast
ALY02329U,3,Coast
ALY02330U,35,"Coast, Perfection"
ALY02330U10,4,Coast
ALY02330U20,1,Coast
ALY02332U,16,Coast
ALY02332U10,8,Coast
ALY02332U30,1,Coast
ALY02332U85,1,Coast
ALY02334U,148,"Coast, Perfection"
ALY02334U10,5,Coast
ALY02334U20,35,Coast
ALY02334U85,1,Coast
ALY02335U,18,"Coast, Perfection"
ALY02335U10,1,Coast
ALY02335U20,25,Coast
ALY02335U30,4,Coast
ALY02335U97,2,Coast
ALY02336U,10,"Coast, Perfection"
ALY02336U20,2,Coast
ALY02353A,1,Coast
ALY02353A20,1,Coast
ALY02359U,21,"Coast, Perfection"
ALY02359U10,4,Coast
ALY02361U,11,"Coast, Perfection"
ALY02361U10,1,Coast
ALY02362U,31,"Coast, Perfection"
ALY02362U20,18,Coast
ALY02362U30,3,Coast
ALY02363U,23,"Coast, Perfection"
ALY02363U20,22,Coast
ALY02363U97,2,Coast
ALY02364U86N,141,Coast
ALY02364X86N,1,Coast
ALY02369U,7,"Coast, Perfection"
ALY02369U10,3,Coast
ALY02373U,44,"Coast, Perfection"
ALY02373U10,11,Coast
ALY02373U77,4,Coast
ALY02376U,13,"Coast, Perfection"
ALY02376U20,1,Coast
ALY02378U,29,"Coast, Perfection"
ALY02378U77,16,Coast
ALY02380A,5,Coast
ALY02380A90,8,Coast
ALY02380U,181,"Coast, Perfection"
ALY02380U20,89,Coast
ALY02380U30,1,Coast
ALY02380U45,2,Coast
ALY02380U55,1,Coast
ALY02381U,35,Coast
ALY02381U35,1,Coast
ALY02381U45,2,Coast
ALY02381U90,1,Coast
ALY02383U80,1,Coast
ALY02384U,1,Coast
ALY02384U80,1,Coast
ALY02385U,3,Coast
ALY02385U45,30,Coast
ALY02388U,7,"Coast, Perfection"
ALY02391U,40,"Coast, Perfection"
ALY02391U20,28,Coast
ALY02393U,48,Coast
ALY02393U77,2,Coast
ALY02394U,17,"Coast, Perfection"
ALY02394U20,28,Coast
ALY02397U,7,Coast
ALY02397U20,1,Coast
ALY02399U,195,"Coast, Perfection"
ALY02399U20,91,Coast
ALY02399U45,33,Coast
ALY02399U90,23,Coast
ALY02400A,17,"Coast, Perfection"
ALY02400A20,2,Coast
ALY02400U,18,Coast
ALY02400U20,37,"Coast, Perfection"
ALY02401U,114,"Coast, Perfection"
ALY02401U77,60,Coast
ALY02401U77N,139,"Coast, Jante"
ALY02402U,25,Coast
ALY02402U20,21,"Coast, Perfection"
ALY02402U95,1,Coast
ALY02404U,41,Coast
ALY02404U77,14,Coast
ALY02405U,20,"Coast, Perfection"
ALY02405U20,47,Coast
ALY02409U,21,"Coast, Perfection"
ALY02409U90,1,Coast
ALY02410U,10,"Coast, Perfection"
ALY02415U80N,16,"Coast, Jante"
ALY02417U,3,"Coast, Perfection"
ALY02417U20,27,Coast
ALY02417U95,1,Coast
ALY02419U,12,"Coast, Perfection"
ALY02419U20,12,Coast
ALY02419U91,1,Coast
ALY02420U,5,Coast
ALY02420U90,2,Coast
ALY02421U,27,Coast
ALY02421U10,13,Coast
ALY02421U20,38,Coast
ALY02423A,2,Coast
ALY02423A90,1,Coast
ALY02423U45,1,Coast
ALY02429U,2,Coast
ALY02429U20,1,Coast
ALY02433U,35,Coast
ALY02433U90,1,Coast
ALY02433U92N,34,"Coast, Jante"
ALY02435U,4,Coast
ALY02435U45,6,Coast
ALY02435U90,1,Coast
ALY02436U,1,Coast
ALY02437U,2,Coast
ALY02437U20,2,Coast
ALY02437U30,1,Coast
ALY02437U90,2,Coast
ALY02438U,2,Coast
ALY02441U,8,Coast
ALY02441U20,29,Coast
ALY02445U,1,Coast
ALY02445U20,50,Coast
ALY02445U30,2,Coast
ALY02445U79,3,Coast
ALY02448U,69,"Coast, Perfection"
ALY02448U20,83,Coast
ALY02448U45,13,Coast
ALY02451U,9,Coast
ALY02451U20,9,Coast
ALY02451U20N,41,"Coast, Jante"
ALY02451U45,21,Coast
ALY02451U46,5,Coast
ALY02453U,5,Coast
ALY02453U90,1,Coast
ALY02454X86N,296,Coast
ALY02474U,6,"Coast, Perfection"
ALY02474U80,2,Coast
ALY02475U,1,Coast
ALY02476U,1,Coast
ALY02476U80,1,Coast
ALY02477U,2,Coast
ALY02477U45,2,Coast
ALY02479U,1,Coast
ALY02479U79N,42,"Coast, Jante"
ALY02482A,5,Coast
ALY02482A80,1,Coast
ALY02482U,3,Coast
ALY02482U20,5,Coast
ALY02483U,9,"Coast, Perfection"
ALY02483U20,32,"Coast, Perfection"
ALY02489U,2,"Coast, Perfection"
ALY02492A,15,Coast
ALY02492U,30,"Coast, Perfection"
ALY02492U20,47,Coast
ALY02494A,1,Coast
ALY02494A80,2,Coast
ALY02494U20,1,Coast
ALY02496A,1,Coast
ALY02496U,1,Coast
ALY02496U45N,90,Coast
ALY02498U,7,"Coast, Perfection"
ALY02500U20,1,Coast
ALY02500U45,5,Coast
ALY02504U,23,Coast
ALY02504U45,2,Coast
ALY02507U,1,Coast
ALY02508U,34,Coast
ALY02508U20,48,Coast
ALY02508U20N,206,"Coast, Jante"
ALY02511U,62,"Coast, Perfection"
ALY02511U20,131,"Coast, Perfection"
ALY02511U20N,1931,"Coast, Jante"
ALY02512U,1,Coast
ALY02512U20,1,Coast
ALY02513U20,3,Coast
ALY02514U,1,Coast
ALY02515U,2,Coast
ALY02515U78,2,Coast
ALY02516U,34,"Coast, Perfection"
ALY02516U78,52,Coast
ALY02519U,2,Coast
ALY02519U45,2,Coast
ALY02519U79,1,Coast
ALY02521U,43,"Coast, Perfection"
ALY02521U20,82,Coast
ALY02521U77,4,Coast
ALY02523A,6,Coast
ALY02523A90,3,Coast
ALY02523U,1,Coast
ALY02524U80,1,Coast
ALY02529U,3,Coast
ALY02529U90,1,Coast
ALY02530U,6,Coast
ALY02531U,2,Coast
ALY02535U20,10,Coast
ALY02536U80,4,"Coast, Jante"
ALY02537U,5,Coast
ALY02538U,5,Coast
ALY02538U80,1,Coast
ALY02539U,3,Coast
ALY02542U,59,"Coast, Perfection"
ALY02542U20,48,Coast
ALY02542U77,6,Coast
ALY02543U,2,Coast
ALY02544U,11,Coast
ALY02544U90,2,Coast
ALY02545U90,1,Coast
ALY02550U,24,Coast
ALY02550U20,24,"Coast, Perfection"
ALY02553U,5,Coast
ALY02553U46,5,Coast
ALY02553U90,1,Coast
ALY02555U,2,Coast
ALY02561U,9,Coast
ALY02564U,1,Coast
ALY02568U,3,Coast
ALY02570U,1,Coast
ALY02570U35,1,Coast
ALY02577U,5,Coast
ALY02577U80,2,Coast
ALY02590U,5,"Coast, Perfection"
ALY02590U20,8,"Coast, Perfection"
ALY02591U,7,Coast
ALY02591U20,29,"Coast, Jante"
ALY02591U45,3,Coast
ALY02592U20,1,Coast
ALY02593U20,2,Coast
ALY02594U,1,Coast
ALY02595U,3,"Coast, Perfection"
ALY02598U,6,"Coast, Perfection"
ALY02598U45,3,Coast
ALY02599U45,1,Coast
ALY02599U90,4,Coast
ALY02609U,4,Coast
ALY02615U,2,Coast
ALY02621U,1,Coast
ALY02621U80,27,Coast
ALY02632U,1,Coast
ALY02633U,1,Coast
ALY02637U,4,Coast
ALY02652U,18,Coast
ALY02659U20,1,Coast
ALY02669U20,36,"Coast, Perfection"
ALY02670U,3,Coast
ALY02670U20,3,"Coast, Perfection"
ALY02671U90,3,Coast
ALY02672U,10,"Coast, Perfection"
ALY02672U20,10,"Coast, Perfection"
ALY02674U,3,Coast
ALY02674U90,2,Coast
ALY02677U,2,"Coast, Perfection"
ALY02677U20,2,"Coast, Jante"
ALY02678U,5,"Coast, Perfection"
ALY02678U90,1,Coast
ALY02681A,18,"Coast, Perfection"
ALY02689U90,2,Coast
ALY02692A,8,Coast
ALY02692A80,1,Coast
ALY02692U45,2,Coast
ALY02693U,3,Coast
ALY02693U80,5,Coast
ALY02694U,1,Coast
ALY02698U,4,Coast
ALY02700U,1,Coast
ALY02709U,7,Coast
ALY02709U20,3,Coast
ALY02712U,1,Coast
ALY02712U45,1,Coast
ALY02713U,1,Coast
ALY02719U35,1,Coast
ALY03008U,12,Coast
ALY03008U10,1,Coast
ALY03008U65,1,Coast
ALY03016U,2,Coast
ALY03016U10,2,Coast
ALY03018U,8,Coast
ALY03033U,1,Coast
ALY03054U,14,"Coast, Perfection"
ALY03054U10,2,Coast
ALY03071U,9,Coast
ALY03074U,13,"Coast, Perfection"
ALY03074U10,1,Coast
ALY03079U10,1,Coast
ALY03087U10,1,Coast
ALY03088U10,1,Coast
ALY03089U,20,"Coast, Perfection"
ALY03089U10,2,Coast
ALY03095U,1,Coast
ALY03116U10,1,Coast
ALY03125U,1,Coast
ALY03126U,9,Coast
ALY03126U10,2,Coast
ALY03126U55,2,Coast
ALY03136U,2,"Coast, Perfection"
ALY03136U10,16,Coast
ALY03141U,1,Coast
ALY03147U,25,"Coast, Perfection"
ALY03147U10,1,Coast
ALY03165L,1,Coast
ALY03165L10,1,Coast
ALY03165R,3,Coast
ALY03165R10,1,Coast
ALY03172A,3,"Coast, Perfection"
ALY03172U,6,Coast
ALY03173A,1,Coast
ALY03173A90,3,Coast
ALY03173U,2,Coast
ALY03173U10,1,Coast
ALY03173U20,1,Coast
ALY03173U30,2,Coast
ALY03174A10,2,Coast
ALY03174A20,1,Coast
ALY03174A35,3,Coast
ALY03174A45,1,Coast
ALY03174U,6,Coast
ALY03174U10,1,Coast
ALY03174U20,2,Coast
ALY03174U30,2,Coast
ALY03175U,3,"Coast, Perfection"
ALY03175U10,1,Coast
ALY03175U35,1,Coast
ALY03179U,4,Coast
ALY03179U10,1,Coast
ALY03182U,2,Coast
ALY03184U10,1,Coast
ALY03186A,9,Coast
ALY03186A30,1,Coast
ALY03186U,4,Coast
ALY03189U,7,Coast
ALY03189U10,1,Coast
ALY03192U,9,"Coast, Perfection"
ALY03192U10,2,Coast
ALY03192U85,8,Coast
ALY03194U,6,"Coast, Perfection"
ALY03194U45,1,Coast
ALY03194U80,1,Coast
ALY03196A10,1,Coast
ALY03196U,23,Coast
ALY03196U10,15,Coast
ALY03196U15,1,Coast
ALY03196U85,1,Coast
ALY03199U,3,"Coast, Perfection"
ALY03199U10,1,Coast
ALY03201U,14,"Coast, Perfection"
ALY03201U10,1,Coast
ALY03208U10,1,Coast
ALY03215U,6,"Coast, Perfection"
ALY03215U10,1,Coast
ALY03227L,3,"Coast, Perfection"
ALY03232U,1,Coast
ALY03232U10,2,Coast
ALY03232U45,2,Coast
ALY03247U10,4,Coast
ALY03254U,1,Coast
ALY03261A,13,"Coast, Perfection"
ALY03261U,8,"Coast, Perfection"
ALY03261U10,3,Coast
ALY03263U,4,"Coast, Perfection"
ALY03263U10,1,Coast
ALY03264A,9,"Coast, Perfection"
ALY03264A20,1,Coast
ALY03264U,3,Coast
ALY03267U,30,"Coast, Perfection"
ALY03268U,7,Coast
ALY03268U10,2,Coast
ALY03268U20,2,Coast
ALY03271U,29,"Coast, Perfection"
ALY03271U10,8,"Coast, Jante"
ALY03271U85,2,Coast
ALY03273U,7,"Coast, Perfection"
ALY03273U80,6,"Coast, Jante"
ALY03280U,2,Coast
ALY03280U85,1,Coast
ALY03285U,1,Coast
ALY03285U10,1,Coast
ALY03292U,14,"Coast, Perfection"
ALY03293A,21,"Coast, Perfection"
ALY03293A80,1,Coast
ALY03293U,53,"Coast, Perfection"
ALY03293U10,8,Coast
ALY03293U30,1,Coast
ALY03293U85,3,Coast
ALY03301U,9,"Coast, Perfection"
ALY03301U20,1,Coast
ALY03304U,9,"Coast, Perfection"
ALY03304U15,2,Coast
ALY03304U20,4,Coast
ALY03306U,5,"Coast, Perfection"
ALY03307A,4,Coast
ALY03307A20,2,Coast
ALY03307A85,1,Coast
ALY03309U,17,"Coast, Perfection"
ALY03309U10,2,Coast
ALY03312U,4,"Coast, Perfection"
ALY03312U10,1,Coast
ALY03313U10,1,Coast
ALY03318U85N,27,Coast
ALY03319U,2,Coast
ALY03323U,5,"Coast, Perfection"
ALY03323U20,6,Coast
ALY03327U20,1,Coast
